"","X","date_performed","bioassay_performed","biological_rep_number","technical_rep_number","papers_coated_by","performed_by","kd_scored_by","Mort_ScoredBy","X48hr_scored_by","X72hr_scored_by","mosquito_wet_weights_g","mosquito_dry_weights_g","mosquito_wing_lengths","start_exposure_temperature_c","start_exposure_humidity_percentage","end_exposure_temperature_c","end_exposure_humidity_percentage","X24_hour_temperature_c","Mort_Humid_Perc","X48_hour_temperature_c","X48_hour_humidity_percentage","X72_hour_temperature_c","X72_hour_humidity_percentage","colony","insecticide","concentration_percentage","concentration_mgm2","concentration_ugbottle","Knockdown_60min","Mortality_24hr","X48_hour_dead","X72_hour_dead","total_mosquitoes","data_input_checked","bioassay_notes","RawKDProp","RawMortProp","StartHumidProp","EndHumidProp","MortHumidProp","HumidDelta","Alive"
"477",45,"2023-04-06","WHO Tube Bioassay",4,1,"GPr","gpr","gpr","mm",NA,NA,0.00129,0.00046,2.9471,"27",74,"27",74.8,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,4,NA,NA,28,NA,NA,0,0.142857142857143,0.74,0.748,NA,0.799999999999997,24
"478",46,"2023-04-06","WHO Tube Bioassay",4,5,"JAG","gpr","gpr","mm",NA,NA,0.00129,0.00046,2.9471,"27",74,"27",74.8,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,15,18,NA,NA,22,NA,NA,0.681818181818182,0.818181818181818,0.74,0.748,NA,0.799999999999997,4
"479",47,"2023-04-06","WHO Tube Bioassay",4,3,"GPr","gpr","gpr","mm",NA,NA,0.00129,0.00046,2.9471,"27",74,"27",74.8,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,5,NA,NA,26,NA,NA,0.0769230769230769,0.192307692307692,0.74,0.748,NA,0.799999999999997,21
"480",48,"2023-04-06","WHO Tube Bioassay",4,2,"GPr","gpr","gpr","mm",NA,NA,0.00129,0.00046,2.9471,"27",74,"27",74.8,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,4,15,NA,NA,26,NA,NA,0.153846153846154,0.576923076923077,0.74,0.748,NA,0.799999999999997,11
"481",49,"2023-04-11","WHO Tube Bioassay",5,2,"JAG","gpr","gpr","gpr",NA,NA,0.0001078,0.000385,2.8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","PY Control",NA,NA,NA,0,0,NA,NA,24,NA,NA,0,0,NA,NA,NA,NA,24
"482",50,"2023-04-11","WHO Tube Bioassay",5,1,"JAG","gpr","gpr","gpr",NA,NA,0.0001078,0.000385,2.8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","PY Control",NA,NA,NA,1,2,NA,NA,25,NA,NA,0.04,0.08,NA,NA,NA,NA,23
"483",51,"2023-04-11","WHO Tube Bioassay",5,5,"GPr","gpr","gpr","gpr",NA,NA,0.0001078,0.000385,2.8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin",NA,NA,NA,5,8,NA,NA,24,NA,NA,0.208333333333333,0.333333333333333,NA,NA,NA,NA,16
"484",52,"2023-04-11","WHO Tube Bioassay",5,4,"GPr","gpr","gpr","gpr",NA,NA,0.0001078,0.000385,2.8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin",NA,NA,NA,5,10,NA,NA,24,NA,NA,0.208333333333333,0.416666666666667,NA,NA,NA,NA,14
"485",53,"2023-04-11","WHO Tube Bioassay",5,3,"JAG","gpr","gpr","gpr",NA,NA,0.0001078,0.000385,2.8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin",NA,NA,NA,13,19,NA,NA,25,NA,NA,0.52,0.76,NA,NA,NA,NA,6
"486",54,"2023-04-11","WHO Tube Bioassay",5,4,"JAG","gpr","gpr","gpr",NA,NA,0.0001078,0.000385,2.8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin",NA,NA,NA,15,20,NA,NA,23,NA,NA,0.652173913043478,0.869565217391304,NA,NA,NA,NA,3
"487",55,"2023-04-11","WHO Tube Bioassay",5,6,"GPr","gpr","gpr","gpr",NA,NA,0.0001078,0.000385,2.8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin",NA,NA,NA,8,12,NA,NA,24,NA,NA,0.333333333333333,0.5,NA,NA,NA,NA,12
"488",56,"2023-04-11","WHO Tube Bioassay",5,2,"GPr","gpr","gpr","gpr",NA,NA,0.0001078,0.000385,2.8352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin",NA,NA,NA,2,8,NA,NA,25,NA,NA,0.08,0.32,NA,NA,NA,NA,17
"489",57,"2023-04-13","WHO Tube Bioassay",3,5,"GPr","jag","jag","jag",NA,NA,0.00123,0.00045,2.916,"26.9",74.9,"27",75.2,"27",74.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,4,18,NA,NA,22,NA,NA,0.181818181818182,0.818181818181818,0.749,0.752,0.749,0.299999999999997,4
"490",58,"2023-04-13","WHO Tube Bioassay",3,2,"GPr","jag","jag","jag",NA,NA,0.00123,0.00045,2.916,"26.9",74.9,"27",75.2,"27",74.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,1,NA,NA,25,NA,NA,0,0.04,0.749,0.752,0.749,0.299999999999997,24
"491",59,"2023-04-13","WHO Tube Bioassay",3,2,"JAG","jag","jag","jag",NA,NA,0.00123,0.00045,2.916,"26.9",74.9,"27",75.2,"27",74.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,3,NA,NA,24,NA,NA,0.0833333333333333,0.125,0.749,0.752,0.749,0.299999999999997,21
"492",60,"2023-04-13","WHO Tube Bioassay",3,7,"GPr","jag","jag","jag",NA,NA,0.00123,0.00045,2.916,"26.9",74.9,"27",75.2,"27",74.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,5,NA,NA,25,NA,NA,0.12,0.2,0.749,0.752,0.749,0.299999999999997,20
"493",61,"2023-04-13","WHO Tube Bioassay",3,1,"GPr","jag","jag","jag",NA,NA,0.00123,0.00045,2.916,"26.9",74.9,"27",75.2,"27",74.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,2,NA,NA,24,NA,NA,0,0.0833333333333333,0.749,0.752,0.749,0.299999999999997,22
"494",62,"2023-04-13","WHO Tube Bioassay",3,6,"JAG","jag","jag","jag",NA,NA,0.00123,0.00045,2.916,"26.9",74.9,"27",75.2,"27",74.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,7,NA,NA,24,NA,NA,0.0416666666666667,0.291666666666667,0.749,0.752,0.749,0.299999999999997,17
"495",63,"2023-04-13","WHO Tube Bioassay",3,1,"GPr","jag","jag","jag",NA,NA,0.00123,0.00045,2.916,"26.9",74.9,"27",75.2,"27",74.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,0,NA,NA,22,NA,NA,0,0,0.749,0.752,0.749,0.299999999999997,22
"496",64,"2023-04-13","WHO Tube Bioassay",3,3,"GPr","jag","jag","jag",NA,NA,0.00123,0.00045,2.916,"26.9",74.9,"27",75.2,"27",74.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,3,NA,NA,25,NA,NA,0,0.12,0.749,0.752,0.749,0.299999999999997,22
"497",65,"2023-04-18","WHO Tube Bioassay",6,1,"JAG","GPr","gpr","gpr",NA,NA,0.001652,0.00062,NA,NA,NA,"27",75.2,"27",74.5,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,23,NA,NA,0,0,NA,0.752,0.745,NA,23
"498",66,"2023-04-18","WHO Tube Bioassay",6,2,"JAG","GPr","gpr","gpr",NA,NA,0.001652,0.00062,NA,NA,NA,"27",75.2,"27",74.5,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,0,NA,NA,25,NA,NA,0,0,NA,0.752,0.745,NA,25
"499",67,"2023-04-18","WHO Tube Bioassay",6,3,"JAG","GPr","gpr","gpr",NA,NA,0.001652,0.00062,NA,NA,NA,"27",75.2,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,3,NA,NA,25,NA,NA,0,0.12,NA,0.752,0.745,NA,22
"500",68,"2023-04-18","WHO Tube Bioassay",6,6,"GPr","GPr","gpr","gpr",NA,NA,0.001652,0.00062,NA,NA,NA,"27",75.2,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,3,NA,NA,24,NA,NA,0,0.125,NA,0.752,0.745,NA,21
"501",69,"2023-04-18","WHO Tube Bioassay",6,2,"GPr","GPr","gpr","gpr",NA,NA,0.001652,0.00062,NA,NA,NA,"27",75.2,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,2,NA,NA,25,NA,NA,0,0.08,NA,0.752,0.745,NA,23
"502",70,"2023-04-18","WHO Tube Bioassay",6,4,"GPr","GPr","gpr","gpr",NA,NA,0.001652,0.00062,NA,NA,NA,"27",75.2,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,1,NA,NA,25,NA,NA,0.04,0.04,NA,0.752,0.745,NA,24
"503",71,"2023-04-18","WHO Tube Bioassay",6,4,"JAG","GPr","gpr","gpr",NA,NA,0.001652,0.00062,NA,NA,NA,"27",75.2,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,3,NA,NA,24,NA,NA,0,0.125,NA,0.752,0.745,NA,21
"504",72,"2023-04-18","WHO Tube Bioassay",6,5,"GPr","GPr","gpr","gpr",NA,NA,0.001652,0.00062,NA,NA,NA,"27",75.2,"27",74.5,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,2,NA,NA,24,NA,NA,0,0.0833333333333333,NA,0.752,0.745,NA,22
"505",73,"2023-04-20","WHO Tube Bioassay",4,1,"JAG","jag","jag","jag",NA,NA,0.00128,0.000516,2.965,"27",75.3,"27",75.3,"27.5",75,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,1,NA,NA,24,NA,NA,0,0.0416666666666667,0.753,0.753,0.75,0,23
"506",74,"2023-04-20","WHO Tube Bioassay",4,5,"JAG","jag","jag","jag",NA,NA,0.00128,0.000516,2.965,"27",75.3,"27",75.3,"27.5",75,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,6,NA,NA,25,NA,NA,0.12,0.24,0.753,0.753,0.75,0,19
"507",75,"2023-04-20","WHO Tube Bioassay",4,1,"GPr","jag","jag","jag",NA,NA,0.00128,0.000516,2.965,"27",75.3,"27",75.3,"27.5",75,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.753,0.753,0.75,0,25
"508",76,"2023-04-20","WHO Tube Bioassay",4,3,"GPr","jag","jag","jag",NA,NA,0.00128,0.000516,2.965,"27",75.3,"27",75.3,"27.5",75,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,2,0,NA,NA,23,NA,NA,0.0869565217391304,0,0.753,0.753,0.75,0,23
"509",77,"2023-04-20","WHO Tube Bioassay",4,6,"JAG","jag","jag","jag",NA,NA,0.00128,0.000516,2.965,"27",75.3,"27",75.3,"27.5",75,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,4,NA,NA,24,NA,NA,0.125,0.166666666666667,0.753,0.753,0.75,0,20
"510",78,"2023-04-20","WHO Tube Bioassay",4,2,"JAG","jag","jag","jag",NA,NA,0.00128,0.000516,2.965,"27",75.3,"27",75.3,"27.5",75,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,7,5,NA,NA,26,NA,NA,0.269230769230769,0.192307692307692,0.753,0.753,0.75,0,21
"511",79,"2023-04-20","WHO Tube Bioassay",4,7,"JAG","jag","jag","jag",NA,NA,0.00128,0.000516,2.965,"27",75.3,"27",75.3,"27.5",75,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,4,NA,NA,24,NA,NA,0.0416666666666667,0.166666666666667,0.753,0.753,0.75,0,20
"512",80,"2023-04-20","WHO Tube Bioassay",4,2,"JAG","jag","jag","jag",NA,NA,0.00128,0.000516,2.965,"27",75.3,"27",75.3,"27.5",75,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,2,NA,NA,25,NA,NA,0,0.08,0.753,0.753,0.75,0,23
"513",81,"2023-04-25","WHO Tube Bioassay",5,1,"JAG","jag","jag","gpr",NA,NA,0.001476,0.000546,2.9488,"27",74.7,"27",73.7,"27",75.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,0,1,NA,NA,24,NA,NA,0,0.0416666666666667,0.747,0.737,0.759,1,23
"514",82,"2023-04-25","WHO Tube Bioassay",5,3,"GPr","jag","jag","gpr",NA,NA,0.001476,0.000546,2.9488,"27",74.7,"27",73.7,"27",75.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.747,0.737,0.759,1,25
"515",83,"2023-04-25","WHO Tube Bioassay",5,1,"GPr","jag","jag","gpr",NA,NA,0.001476,0.000546,2.9488,"27",74.7,"27",73.7,"27",75.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,0,NA,NA,26,NA,NA,0,0,0.747,0.737,0.759,1,26
"516",84,"2023-04-25","WHO Tube Bioassay",5,6,"JAG","jag","jag","gpr",NA,NA,0.001476,0.000546,2.9488,"27",74.7,"27",73.7,"27",75.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,2,NA,NA,22,NA,NA,0,0.0909090909090909,0.747,0.737,0.759,1,20
"517",85,"2023-04-25","WHO Tube Bioassay",5,2,"JAG","jag","jag","gpr",NA,NA,0.001476,0.000546,2.9488,"27",74.7,"27",73.7,"27",75.9,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,1,1,NA,NA,23,NA,NA,0.0434782608695652,0.0434782608695652,0.747,0.737,0.759,1,22
"518",86,"2023-04-25","WHO Tube Bioassay",5,7,"JAG","jag","jag","gpr",NA,NA,0.001476,0.000546,2.9488,"27",74.7,"27",73.7,"27",75.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,1,NA,NA,26,NA,NA,0,0.0384615384615385,0.747,0.737,0.759,1,25
"519",87,"2023-04-25","WHO Tube Bioassay",5,2,"JAG","jag","jag","gpr",NA,NA,0.001476,0.000546,2.9488,"27",74.7,"27",73.7,"27",75.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,4,NA,NA,20,NA,NA,0,0.2,0.747,0.737,0.759,1,16
"520",88,"2023-04-25","WHO Tube Bioassay",5,5,"JAG","jag","jag","gpr",NA,NA,0.001476,0.000546,2.9488,"27",74.7,"27",73.7,"27",75.9,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,8,NA,NA,21,NA,NA,0.142857142857143,0.380952380952381,0.747,0.737,0.759,1,13
"521",89,"2023-04-27","WHO Tube Bioassay",6,1,"GPr","jag","jag","gpr",NA,NA,0.0017884615384615,0.000636,3.076,"27",75.3,"27",75.2,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,1,6,NA,NA,28,NA,NA,0.0357142857142857,0.214285714285714,0.753,0.752,NA,0.0999999999999943,22
"522",90,"2023-04-27","WHO Tube Bioassay",6,5,"JAG","jag","jag","gpr",NA,NA,0.0017884615384615,0.000636,3.076,"27",75.3,"27",75.2,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,9,20,NA,NA,24,NA,NA,0.375,0.833333333333333,0.753,0.752,NA,0.0999999999999943,4
"523",91,"2023-04-27","WHO Tube Bioassay",6,2,"JAG","jag","jag","gpr",NA,NA,0.0017884615384615,0.000636,3.076,"27",75.3,"27",75.2,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,2,2,NA,NA,26,NA,NA,0.0769230769230769,0.0769230769230769,0.753,0.752,NA,0.0999999999999943,24
"524",92,"2023-04-27","WHO Tube Bioassay",6,6,"JAG","jag","jag","gpr",NA,NA,0.0017884615384615,0.000636,3.076,"27",75.3,"27",75.2,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,3,9,NA,NA,25,NA,NA,0.12,0.36,0.753,0.752,NA,0.0999999999999943,16
"525",93,"2023-04-27","WHO Tube Bioassay",6,2,"JAG","jag","jag","gpr",NA,NA,0.0017884615384615,0.000636,3.076,"27",75.3,"27",75.2,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,6,17,NA,NA,25,NA,NA,0.24,0.68,0.753,0.752,NA,0.0999999999999943,8
"526",94,"2023-04-27","WHO Tube Bioassay",6,1,"JAG","jag","jag","gpr",NA,NA,0.0017884615384615,0.000636,3.076,"27",75.3,"27",75.2,NA,NA,NA,NA,NA,NA,"kisumu","PY Control","negative",NA,NA,1,2,NA,NA,24,NA,NA,0.0416666666666667,0.0833333333333333,0.753,0.752,NA,0.0999999999999943,22
"527",95,"2023-04-27","WHO Tube Bioassay",6,7,"JAG","jag","jag","gpr",NA,NA,0.0017884615384615,0.000636,3.076,"27",75.3,"27",75.2,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,0,3,NA,NA,25,NA,NA,0,0.12,0.753,0.752,NA,0.0999999999999943,22
"528",96,"2023-04-27","WHO Tube Bioassay",6,3,"GPr","jag","jag","gpr",NA,NA,0.0017884615384615,0.000636,3.076,"27",75.3,"27",75.2,NA,NA,NA,NA,NA,NA,"kisumu","Permethrin","0.03",NA,NA,7,10,NA,NA,30,NA,NA,0.233333333333333,0.333333333333333,0.753,0.752,NA,0.0999999999999943,20
